name,sex,year,count,baseline,ratio,score
Tamika,F,1975,2159,808,2.67,5768.9
Tennille,F,1976,769,103,7.47,5741.4
Tammie,F,1959,1881,618,3.04,5725.2
Maddox,M,2003,378,25,15.12,5715.4
Jazlene,F,2007,169,5,33.8,5712.2
Nina,F,1980,1889,625,3.02,5709.3
Hunter,F,1993,471,39,12.08,5688.2
Colton,M,1990,2235,879,2.54,5682.8
Peyton,F,1993,617,67,9.21,5681.9
Hunter,F,1994,822,119,6.91,5678.0
Bria,F,1992,801,113,7.09,5677.9
Marlo,F,1967,353,22,16.05,5664.0
Jonah,M,1994,1179,246,4.79,5650.6
Herbert,M,1912,2236,886,2.52,5643.0
Elvis,M,1957,605,65,9.31,5631.2
Delilah,F,2008,1741,539,3.23,5623.5
Marley,F,2009,2171,839,2.59,5617.7
Kaeli,F,2023,430,33,13.03,5603.0
Yulisa,F,1997,198,7,28.29,5600.6
Daleyza,F,2013,485,42,11.55,5600.6
Calista,F,1999,490,43,11.4,5583.7
Nichole,F,1970,1042,195,5.34,5568.0
Chad,M,1966,2201,875,2.52,5536.5
Marilyn,F,1922,1698,522,3.25,5523.4
Lindy,M,1927,235,10,23.5,5522.5
Ayden,M,2004,2183,863,2.53,5522.0
Maddox,M,2004,728,96,7.58,5520.7
Lincoln,M,2007,1655,502,3.3,5456.2
Chelsea,F,1982,1715,540,3.18,5446.7
Makayla,F,1994,1503,415,3.62,5443.4
Troy,M,1960,2056,777,2.65,5440.3
Denise,F,1946,1585,462,3.43,5437.7
Carole,F,1933,2149,850,2.53,5433.2
Sasha,F,1987,1802,598,3.01,5430.1
Yaritza,F,1993,510,48,10.62,5418.8
Royalty,F,2016,584,63,9.27,5413.6
Addyson,F,2007,1383,354,3.91,5403.1
Amaya,F,1999,704,92,7.65,5387.1
Kyrie,F,1986,164,5,32.8,5379.2
Adaline,F,2015,904,152,5.95,5376.4
Zina,F,1964,793,117,6.78,5374.8
Cameron,F,1998,1565,457,3.42,5359.4
Katelyn,F,1986,1939,702,2.76,5355.7
Stanley,M,1912,2017,761,2.65,5346.0
Jayden,M,2000,1821,621,2.93,5339.8
Corey,M,1968,1577,466,3.38,5336.8
Michele,F,1943,958,172,5.57,5335.8
Vanessa,F,1952,695,91,7.64,5308.0
Kim,F,1953,1739,570,3.05,5305.5
Chasity,F,1973,392,29,13.52,5298.8
Jeffrey,M,1942,2055,799,2.57,5285.4
Lindsey,F,1977,1381,361,3.83,5283.0
Alaia,F,2019,1604,487,3.29,5283.0
Raven,F,1977,299,17,17.59,5258.9
Aiden,M,2001,1587,479,3.31,5258.0
Patrice,F,1951,952,173,5.5,5238.8
Chandler,M,1995,1856,661,2.81,5211.4
Jakob,M,1998,1784,611,2.92,5208.9
Michele,F,1942,728,102,7.14,5195.9
Coraline,F,2010,239,11,21.73,5192.8
Tanisha,F,1971,374,27,13.85,5180.6
Laci,F,2003,686,91,7.54,5171.4
Taja,F,1988,259,13,19.92,5160.1
Kylie,F,1979,491,47,10.45,5129.4
Ally,F,1998,636,79,8.05,5120.2
Tamara,F,1957,1846,670,2.76,5086.1
Lori,F,1952,972,186,5.23,5079.5
Nyah,F,2001,547,59,9.27,5071.3
Jasai,M,2025,719,102,7.05,5068.2
Lyla,F,2008,1508,449,3.36,5064.7
Jarod,M,1998,1045,216,4.84,5055.7
Chelsea,F,1969,201,8,25.12,5050.1
Gael,M,2002,246,12,20.5,5043.0
Shaniqua,F,1990,842,141,5.97,5028.1
Karen,F,1936,1718,588,2.92,5019.6
Trinity,F,1999,1481,437,3.39,5019.1
Isla,F,2009,945,178,5.31,5017.0
Trisha,F,1964,791,125,6.33,5005.4
Tamia,F,1997,579,67,8.64,5003.6
Chase,M,1982,938,176,5.33,4999.1
Amya,F,2000,458,42,10.9,4994.4
Cadence,F,2003,620,77,8.05,4992.2
Keira,F,2005,1468,433,3.39,4977.0
Harper,F,2009,1904,729,2.61,4972.9
Shanna,F,1978,1845,690,2.67,4933.4
Rhiannon,F,1976,272,15,18.13,4932.3
Russell,M,1913,1946,770,2.53,4918.1
Jeremiah,M,1974,1294,341,3.79,4910.4
Shania,F,1995,576,68,8.47,4879.1
Greg,M,1947,1316,355,3.71,4878.5
Tabitha,F,1966,327,22,14.86,4860.4
Mila,F,2011,1798,667,2.7,4846.8
Lisa,F,1951,1698,596,2.85,4837.6
Aitana,F,2016,565,66,8.56,4836.7
Doug,M,1958,1393,404,3.45,4803.1
Ailani,F,2025,1807,680,2.66,4801.8
Darin,M,1960,325,22,14.77,4801.1
Jalisa,F,1989,592,73,8.11,4800.9
Makayla,F,1995,1911,762,2.51,4792.5
Tiffany,F,1967,1643,565,2.91,4777.8
Jordin,F,2007,512,55,9.31,4766.3
Edwin,M,1913,1825,699,2.61,4764.8
Sandy,F,1957,1891,751,2.52,4761.5
Cristian,M,1993,1786,670,2.67,4760.9
Kennedy,F,1994,473,47,10.06,4760.2
Katelyn,F,1985,1419,424,3.35,4749.0
Nichelle,F,1968,395,33,11.97,4728.0
Shelley,F,1949,1017,219,4.64,4722.8
Jalen,M,1994,1698,612,2.77,4711.1
Vincent,M,1913,1527,496,3.08,4701.1
Devon,F,1978,760,123,6.18,4695.9
Johnna,F,1961,489,51,9.59,4688.6
Kizzie,F,1978,153,5,30.6,4681.8
Sable,F,1986,181,7,25.86,4680.1
Cade,M,1999,1498,480,3.12,4675.0
Lou,F,1953,1434,440,3.26,4673.5
Grover,M,1885,768,127,6.05,4644.3
Denzel,M,1990,496,53,9.36,4641.8
Brissia,F,2007,215,10,21.5,4622.5
Whitley,F,1989,480,50,9.6,4608.0
Devonte,M,1993,1093,260,4.2,4594.8
Shelba,F,1936,166,6,27.67,4592.7
Lester,M,1913,1736,657,2.64,4587.1
Savon,M,1993,179,7,25.57,4577.3
Unknown,M,1989,262,15,17.47,4576.3
Liam,M,1996,1748,668,2.62,4574.1
Lane,M,1995,1168,299,3.91,4562.6
Denise,F,1947,1699,633,2.68,4560.2
Infant,M,1990,596,78,7.64,4554.1
Stacy,M,1967,1658,604,2.75,4551.3
Jordin,F,2008,500,55,9.09,4545.5
Kobe,M,2020,1518,507,2.99,4545.0
Quinn,F,2011,1692,630,2.69,4544.2
Melvin,M,1913,1642,594,2.76,4539.0
Mackenzie,F,1976,165,6,27.5,4537.5
Zana,F,1994,252,14,18.0,4536.0
Wendell,M,1940,1625,583,2.79,4529.4
Savon,M,1994,178,7,25.43,4526.3
Gracie,F,2000,1312,382,3.43,4506.1
Frederick,M,1912,1564,543,2.88,4504.8
Sharyn,F,1945,768,131,5.86,4502.5
Cadence,F,2005,1670,620,2.69,4498.2
Lana,F,1940,424,40,10.6,4494.4
Mercedes,F,1990,1654,609,2.72,4492.1
Jaime,F,1975,914,186,4.91,4491.4
Lana,F,1941,625,87,7.18,4489.9
Kyan,M,2004,379,32,11.84,4488.8
Nichole,F,1969,815,148,5.51,4488.0
Collins,F,2011,177,7,25.29,4475.6
Tasia,F,1985,341,26,13.12,4472.3
Peter,M,1912,1679,631,2.66,4467.6
Quentin,M,1919,567,72,7.88,4465.1
Ashton,F,1987,758,129,5.88,4454.0
Daleyza,F,2014,1469,485,3.03,4449.4
Justin,M,1969,1664,623,2.67,4444.5
Jaleesa,F,1988,718,116,6.19,4444.2
Stacy,M,1968,1736,679,2.56,4438.4
Halley,F,1986,333,25,13.32,4435.6
Everleigh,F,2018,1559,548,2.84,4435.2
Trista,F,1983,823,153,5.38,4427.0
Brad,M,1953,1650,615,2.68,4426.8
Maximus,M,2002,912,188,4.85,4424.2
Norman,M,1913,1748,691,2.53,4421.9
Nikki,F,1972,1704,657,2.59,4419.5
Nikia,F,1974,188,8,23.5,4418.0
Chrissy,F,1978,560,71,7.89,4416.9
Evita,F,1981,210,10,21.0,4410.0
Infant,F,1990,582,77,7.56,4399.0
Jennifer,F,1946,1733,684,2.53,4390.8
Marisa,F,1977,1608,589,2.73,4389.9
Josette,F,1968,504,58,8.69,4379.6
Maci,F,2010,1356,420,3.23,4377.9
Keyshawn,M,1996,187,8,23.38,4371.1
Wrenley,F,2023,1659,630,2.63,4368.7
Bentlee,M,2011,368,31,11.87,4368.5
Morgan,F,1980,1061,258,4.11,4363.3
Khalil,M,1995,1118,287,3.9,4355.1
Quentin,M,1918,480,53,9.06,4347.2
Dakota,M,1990,1551,554,2.8,4342.2
Kairo,M,2019,1109,285,3.89,4315.4
Jaimie,F,1976,464,50,9.28,4305.9
Edwin,M,1912,1518,536,2.83,4299.1
Braylon,M,2005,818,156,5.24,4289.3
Aitana,F,2015,300,21,14.29,4285.7
Danica,F,2006,935,204,4.58,4285.4
Adam,M,1961,1579,582,2.71,4283.9
Aylani,F,2025,1043,254,4.11,4282.9
Atreus,M,2018,160,6,26.67,4266.7
Kennedy,F,1996,1418,473,3.0,4251.0
Aziel,M,2021,978,225,4.35,4251.0
Britney,F,1986,1404,464,3.03,4248.3
Cohen,M,2005,618,90,6.87,4243.6
Jaqueline,F,2000,1200,340,3.53,4235.3
Mandi,F,1975,670,106,6.32,4234.9
Kadence,F,2003,276,18,15.33,4232.0
Erin,F,1958,1136,305,3.72,4231.1
Joelle,F,1966,406,39,10.41,4226.6
Eithan,M,2024,1599,605,2.64,4226.1
Wrenley,F,2022,1119,297,3.77,4216.0
Baylee,F,1996,853,173,4.93,4205.8
Kimberly,F,1953,1428,486,2.94,4195.9
Kamryn,F,1999,902,194,4.65,4193.8
Jonah,M,1995,1371,449,3.05,4186.3
Kiel,M,1982,194,9,21.56,4181.8
Jermaine,M,1970,171,7,24.43,4177.3
Gael,M,2003,443,47,9.43,4175.5
Zion,M,2000,1004,242,4.15,4165.4
Iridian,F,1995,214,11,19.45,4163.3
Kalene,F,1993,204,10,20.4,4161.6
Paulette,F,1942,963,223,4.32,4158.6
Infant,M,1989,376,34,11.06,4158.1
Rihanna,F,2006,572,79,7.24,4141.6
Cole,M,1983,1112,299,3.72,4135.6
Nova,F,2015,1529,567,2.7,4123.2
Sandra,F,1933,1365,453,3.01,4113.1
Bristol,F,2010,517,65,7.95,4112.1
Buffy,F,1967,157,6,26.17,4108.2
Lyric,F,1996,425,44,9.66,4105.1
Tamra,F,1958,587,84,6.99,4102.0
Angelique,F,1968,763,142,5.37,4099.8
Payton,F,1992,307,23,13.35,4097.8
Akeem,M,1983,192,9,21.33,4096.0
Savannah,F,1983,434,46,9.43,4094.7
Jeffrey,M,1940,799,156,5.12,4092.3
Chance,M,1984,879,189,4.65,4088.0
Ayla,F,2006,1233,372,3.31,4086.8
Cicely,F,1973,212,11,19.27,4085.8
Carole,F,1932,1317,425,3.1,4081.2
Giselle,F,1998,1255,386,3.25,4080.4
Ava,F,1999,1215,362,3.36,4078.0
Mindy,F,1951,306,23,13.3,4071.1
Deanne,F,1937,230,13,17.69,4069.2
Caden,M,2000,1406,486,2.89,4067.6
Timmy,M,1959,1570,606,2.59,4067.5
Tamela,F,1958,331,27,12.26,4057.8
Vincent,M,1912,1178,343,3.43,4045.7
Ryder,M,2005,1110,305,3.64,4039.7
Harding,M,1920,229,13,17.62,4033.9
Daphne,F,1962,1131,318,3.56,4022.5
Savannah,F,1985,1321,434,3.04,4020.8
Daleyza,F,2015,1396,485,2.88,4018.2
Calista,F,1998,323,26,12.42,4012.7
Mackenzie,F,1977,237,14,16.93,4012.1
Brianda,F,1990,155,6,25.83,4004.2
Alesia,F,1960,352,31,11.35,3996.9
Shaniqua,F,1991,861,186,4.63,3985.6
Diane,F,1929,796,159,5.01,3985.0
Nadia,F,1976,585,86,6.8,3979.4
Xander,M,2004,1274,408,3.12,3978.1
Truce,M,2024,227,13,17.46,3963.8
Kinley,F,2010,1352,462,2.93,3956.5
Darren,M,1958,417,44,9.48,3952.0
Taryn,F,1975,453,52,8.71,3946.3
Sade,F,1986,1245,393,3.17,3944.1
Dustin,M,1968,448,51,8.78,3935.4
Janay,F,1988,430,47,9.15,3934.0
Lou,F,1954,1495,569,2.63,3928.0
Alec,M,1991,1539,603,2.55,3927.9
Lloyd,M,1913,1521,590,2.58,3921.1
Jayden,M,1999,1231,387,3.18,3915.7
Kathy,F,1942,1537,604,2.54,3911.2
Gail,F,1934,1176,354,3.32,3906.7
Camisha,F,1972,165,7,23.57,3889.3
Bart,M,1959,1022,269,3.8,3882.8
Kataleya,F,2012,197,10,19.7,3880.9
Cindy,F,1947,1133,332,3.41,3866.5
Maddox,M,2005,1207,378,3.19,3854.1
Gage,M,1991,809,171,4.73,3827.4
Jada,F,1995,1153,348,3.31,3820.1
Chester,M,1912,1460,561,2.6,3799.6
Laci,F,2004,588,91,6.46,3799.4
Kira,F,1982,891,209,4.26,3798.5
Jolene,F,1974,1053,293,3.59,3784.3
Kellen,M,1982,408,44,9.27,3783.3
Elvis,M,1956,417,46,9.07,3780.2
Mareli,F,2007,150,6,25.0,3750.0
Jaycion,M,2013,150,6,25.0,3750.0
Lester,M,1912,1443,556,2.6,3745.1
Lauren,F,1946,415,46,9.02,3744.0
Meilani,F,2015,287,22,13.05,3744.0
Chloe,F,1990,1371,506,2.71,3714.7
Mavie,F,2024,236,15,15.73,3713.1
Milan,M,2014,753,153,4.92,3705.9
Endrick,M,2024,161,7,23.0,3703.0
Bernard,M,1912,1437,560,2.57,3687.4
Tamie,F,1958,192,10,19.2,3686.4
Dustin,M,1970,1285,448,2.87,3685.8
Jaheem,M,2002,182,9,20.22,3680.4
Philip,M,1912,1237,418,2.96,3660.7
Summer,F,1976,1072,314,3.41,3659.8
Milton,M,1912,1319,476,2.77,3655.0
Liam,M,1995,1206,400,3.02,3636.1
Gracie,F,1999,894,221,4.05,3616.5
Glenn,M,1913,1122,349,3.21,3607.1
Knox,M,2010,579,93,6.23,3604.7
Alaia,F,2016,487,66,7.38,3593.5
Hayden,M,1991,926,239,3.87,3587.8
Cierra,F,1985,456,58,7.86,3585.1
Landen,M,2003,980,268,3.66,3583.6
Elaine,F,1915,1212,411,2.95,3574.1
Martika,F,1989,207,12,17.25,3570.8
Davante,M,1992,169,8,21.12,3570.1
Conner,M,1993,1292,468,2.76,3566.8
Dangelo,M,1996,604,103,5.86,3541.9
Rubi,F,2005,716,145,4.94,3535.6
Jeanine,F,1929,197,11,17.91,3528.1
Emerson,F,2006,1069,324,3.3,3527.0
Roxanne,F,1951,1080,331,3.26,3523.9
Phylicia,F,1986,214,13,16.46,3522.8
Sonya,F,1960,1274,461,2.76,3520.8
Jimena,F,2002,499,71,7.03,3507.1
Leighton,F,2009,431,53,8.13,3504.9
Killian,M,2016,1382,545,2.54,3504.4
Doug,M,1957,882,222,3.97,3504.2
Unknown,F,1989,251,18,13.94,3500.1
Felicity,F,1999,717,147,4.88,3497.2
Mylee,F,2007,542,84,6.45,3497.2
Dominique,F,1984,1254,450,2.79,3494.5
Nayeli,F,2002,1208,418,2.89,3491.1
Sanaa,F,2001,213,13,16.38,3489.9
Mercedes,F,1989,1220,427,2.86,3485.7
Tierra,F,1981,344,34,10.12,3480.5
Kaleigh,F,1986,288,24,12.0,3456.0
Greg,M,1946,806,188,4.29,3455.5
Thea,F,2016,1121,364,3.08,3452.3
Hoover,M,1928,256,19,13.47,3449.3
Chelsey,F,1983,535,83,6.45,3448.5
Jailene,F,1996,203,12,16.92,3434.1
Oaklyn,F,2017,434,55,7.89,3424.7
Shelbi,F,1991,513,77,6.66,3417.8
Iker,M,2011,773,175,4.42,3414.5
Meredith,F,1970,1352,536,2.52,3410.3
Emmett,M,2010,1278,479,2.67,3409.8
Sonja,F,1937,560,92,6.09,3408.7
Brisa,F,2000,563,93,6.05,3408.3
Eris,F,1923,226,15,15.07,3405.1
Kaneesha,F,1990,175,9,19.44,3402.8
Alannah,F,1990,202,12,16.83,3400.3
Taraji,F,2009,314,29,10.83,3399.9
Jolene,F,1975,998,293,3.41,3399.3
Timmy,M,1958,1177,408,2.88,3395.4
Tinley,F,2011,273,22,12.41,3387.7
Fatima,F,2000,1316,512,2.57,3382.5
Tori,F,1992,1332,526,2.53,3373.0
Wilson,M,1913,659,129,5.11,3366.5
Alexus,F,1994,1111,367,3.03,3363.3
Amarion,M,2002,246,18,13.67,3362.0
Meredith,F,1969,1092,355,3.08,3359.1
Arya,F,2013,1139,387,2.94,3352.3
Alaia,F,2015,429,55,7.8,3346.2
Odalys,F,1996,322,31,10.39,3344.6
Zander,M,2003,957,274,3.49,3342.5
Violet,F,2006,1268,482,2.63,3335.7
Natasha,F,1971,1303,510,2.55,3329.0
Kellen,M,1981,191,11,17.36,3316.5
Alize,F,1996,282,24,11.75,3313.5
Tiffany,F,1966,1208,442,2.73,3301.5
Shane,M,1954,354,38,9.32,3297.8
Ashanti,F,2003,962,281,3.42,3293.4
Tamiko,F,1968,309,29,10.66,3292.4
Ron,M,1957,1282,501,2.56,3280.5
Reese,F,2003,996,303,3.29,3274.0
Colton,M,1988,879,236,3.72,3273.9
Kaydence,F,2005,875,234,3.74,3271.9
Santana,F,1984,214,14,15.29,3271.1
Raquel,F,1968,939,270,3.48,3265.6
Candace,F,1946,1001,307,3.26,3263.8
Ainsley,F,2002,636,124,5.13,3262.1
Lindsey,F,1976,873,234,3.73,3257.0
Maliyah,F,2009,1117,384,2.91,3249.2
Benson,M,2025,1214,454,2.67,3246.2
Kaitlyn,F,1986,1207,449,2.69,3244.7
Gannon,M,2014,751,174,4.32,3241.4
Alexa,F,1987,821,208,3.95,3240.6
Killian,M,2015,976,294,3.32,3240.1
Azeneth,F,2003,161,8,20.12,3240.1
Harlow,F,2009,301,28,10.75,3235.8
Sekani,M,2020,197,12,16.42,3234.1
Adhara,F,2024,658,134,4.91,3231.1
Liberty,F,1918,150,7,21.43,3214.3
Jaret,M,1998,354,39,9.08,3213.2
Maximus,M,2000,188,11,17.09,3213.1
Alita,F,2019,170,9,18.89,3211.1
Isabella,F,1994,1277,508,2.51,3210.1
Baylee,F,1995,696,151,4.61,3208.1
India,F,1985,754,178,4.24,3193.9
Elian,M,2001,271,23,11.78,3193.1
Tre,M,1993,586,108,5.43,3179.6
Bently,M,2011,436,60,7.27,3168.3
Mandi,F,1976,634,127,4.99,3165.0
Conner,M,1992,912,263,3.47,3162.5
Thalia,F,1993,700,155,4.52,3161.3
Ken,M,1957,1178,439,2.68,3161.0
Dutton,M,2022,292,27,10.81,3157.9
Desiree,F,1956,556,98,5.67,3154.4
Roselyn,F,2004,449,64,7.02,3150.0
Halle,F,1993,286,26,11.0,3146.0
Colsen,M,2025,523,87,6.01,3144.0
Kirk,M,1950,1030,338,3.05,3138.8
Oaklynn,F,2018,574,105,5.47,3137.9
Marvin,M,1913,1236,488,2.53,3130.5
Vernon,M,1913,1143,418,2.73,3125.5
Ciera,F,1986,447,64,6.98,3122.0
Summer,F,1975,784,197,3.98,3120.1
Tamera,F,1958,450,65,6.92,3115.4
Diane,F,1928,616,122,5.05,3110.3
Loni,F,1980,325,34,9.56,3106.6
Lu,F,1954,394,50,7.88,3104.7
Latoya,F,1974,958,296,3.24,3100.6
Zander,M,2004,1141,420,2.72,3099.7
Tammi,F,1957,176,10,17.6,3097.6
Trevor,M,1966,663,142,4.67,3095.6
Luciana,F,1975,289,27,10.7,3093.4
Sophia,F,1981,1235,494,2.5,3087.5
Jase,M,2012,1130,414,2.73,3084.3
Caden,M,1999,1002,326,3.07,3079.8
Sommer,F,1977,464,70,6.63,3075.7
Tanisha,F,1972,629,129,4.88,3067.0
Major,M,2013,854,238,3.59,3064.4
Arnold,M,1913,1032,348,2.97,3060.4
Olivia,F,1975,1049,360,2.91,3056.7
Cash,M,2007,969,308,3.15,3048.6
Alexus,F,1991,199,13,15.31,3046.2
Debra,F,1948,1125,417,2.7,3035.1
Trevor,M,1967,800,211,3.79,3033.2
Maleni,F,2019,174,10,17.4,3027.6
Channing,F,1987,330,36,9.17,3025.0
Raquel,F,1969,1208,483,2.5,3021.3
Adrianna,F,1989,954,302,3.16,3013.6
Kadence,F,2005,911,276,3.3,3007.0
Theda,F,1916,315,33,9.55,3006.8
Marissa,F,1977,1069,381,2.81,2999.4
Sheena,F,1981,657,144,4.56,2997.6
Hayden,M,1990,611,125,4.89,2986.6
Kasai,M,2025,437,64,6.83,2983.9
Ainsley,F,2001,578,112,5.16,2982.9
Analeia,F,2024,289,28,10.32,2982.9
Julissa,F,1998,889,265,3.35,2982.3
Rita,F,1913,1096,403,2.72,2980.7
Aziel,M,2020,593,118,5.03,2980.1
Lincoln,M,2006,1109,413,2.69,2977.9
Kanye,M,2004,509,87,5.85,2977.9
Shaquille,M,1992,523,92,5.68,2973.1
Shelbie,F,1991,403,55,7.33,2952.9
Akari,M,2025,554,104,5.33,2951.1
Lisa,F,1950,1175,468,2.51,2950.1
Glenda,F,1934,921,288,3.2,2945.3
Kaydence,F,2004,830,234,3.55,2944.0
Marlo,F,1968,545,101,5.4,2940.8
Mikaela,F,1994,862,253,3.41,2936.9
Stacy,F,1958,1157,456,2.54,2935.6
Jarod,M,1997,738,186,3.97,2928.2
Eziah,M,2025,465,74,6.28,2922.0
Everly,F,2013,817,229,3.57,2914.8
Mckenna,F,1995,1066,390,2.73,2913.7
Crew,M,2019,995,340,2.93,2911.8
Milania,F,2011,328,37,8.86,2907.7
Tyrese,M,1998,300,31,9.68,2903.2
Breanne,F,1979,357,44,8.11,2896.6
Sherlyn,F,2004,487,82,5.94,2892.3
Candice,F,1947,540,101,5.35,2887.1
Triston,M,1995,372,48,7.75,2883.0
Vonetta,F,1973,161,9,17.89,2880.1
Jennifer,F,1945,985,337,2.92,2879.0
Mariah,F,1990,1103,423,2.61,2876.1
Bernadette,F,1944,1035,373,2.77,2871.9
Gerald,M,1912,929,301,3.09,2867.2
Kylian,M,2023,950,315,3.02,2865.1
Martin,M,1912,1064,396,2.69,2858.8
Taryn,F,1985,1135,451,2.52,2856.4
Kellan,M,2010,807,228,3.54,2856.4
Leland,M,2007,1029,371,2.77,2854.0
Aidan,M,1995,973,332,2.93,2851.6
Dariana,F,2000,267,25,10.68,2851.6
Sidney,M,1912,1003,353,2.84,2849.9
Kyaire,M,2025,878,272,3.23,2834.1
Addyson,F,2006,874,270,3.24,2829.2
Wilbur,M,1913,1044,386,2.7,2823.7
Amya,F,1999,168,10,16.8,2822.4
Kaitlyn,F,1985,879,274,3.21,2819.9
Elin,F,2011,428,65,6.58,2818.2
Anitra,F,1974,397,56,7.09,2814.4
Miranda,F,1974,934,310,3.01,2814.1
Samara,F,2004,857,261,3.28,2814.0
Ryder,M,2004,832,246,3.38,2813.9
Marisol,F,1970,897,286,3.14,2813.3
Ciji,F,1984,150,8,18.75,2812.5
Brenda,F,1938,676,163,4.15,2803.5
Kayce,M,2022,488,85,5.74,2801.7
Tasha,F,1971,1018,370,2.75,2800.9
Axel,M,2000,731,191,3.83,2797.7
Remi,F,2016,1102,435,2.53,2791.7
Tristan,M,1982,762,208,3.66,2791.6
Sienna,F,2005,1076,415,2.59,2789.8
Sheryl,F,1944,950,324,2.93,2785.5
Tamra,F,1959,824,244,3.38,2782.7
Ayden,M,2002,863,268,3.22,2779.0
Devonta,M,1992,320,37,8.65,2767.6
Brynn,F,2003,1067,412,2.59,2763.3
Taya,F,1998,364,48,7.58,2760.3
Natalie,F,1957,1055,404,2.61,2755.0
Dayanara,F,2004,709,183,3.87,2746.9
Eithan,M,2023,876,280,3.13,2740.6
Bryan,M,1896,157,9,17.44,2738.8
Leslie,F,1942,834,254,3.28,2738.4
Vicki,F,1942,1051,405,2.6,2727.4
Eliam,M,2025,1085,432,2.51,2725.1
Keshia,F,1986,511,96,5.32,2720.0
Nohely,F,1994,215,17,12.65,2719.1
Cash,M,2006,787,228,3.45,2716.5
Tyrone,M,1938,208,16,13.0,2704.0
Afton,F,1982,180,12,15.0,2700.0
Tracy,F,1955,936,326,2.87,2687.4
Stephani,F,1989,637,151,4.22,2687.2
Lyla,F,2007,887,293,3.03,2685.2
Yahir,M,2004,947,334,2.84,2685.1
Nikita,F,1987,659,162,4.07,2680.7
Tristin,M,1995,288,31,9.29,2675.6
Ariah,F,2016,1046,409,2.56,2675.1
Charity,F,1973,957,343,2.79,2670.1
Kamazi,M,2025,219,18,12.17,2664.5
Deron,M,1965,263,26,10.12,2660.3
Kelley,F,1958,650,159,4.09,2657.2
Kayleigh,F,1986,748,211,3.55,2651.7
Alexus,F,1993,726,199,3.65,2648.6
Isla,F,2008,493,92,5.36,2641.8
Kyle,M,1957,1033,404,2.56,2641.3
Victor,M,1912,989,372,2.66,2629.4
Azul,F,2008,497,94,5.29,2627.8
Dana,M,1947,945,340,2.78,2626.5
Ericka,F,1971,910,316,2.88,2620.6
Glenn,M,1912,948,343,2.76,2620.1
Aylin,F,1997,347,46,7.54,2617.6
Lucas,M,1975,890,303,2.94,2614.2
Evangeline,F,2007,702,189,3.71,2607.4
Brisa,F,2001,523,105,4.98,2605.0
Peyton,F,1992,398,61,6.52,2596.8
Royalty,F,2017,757,221,3.43,2593.0
Thiago,M,2014,797,246,3.24,2582.2
Cayden,M,2003,1013,398,2.55,2578.3
Aden,M,2003,922,330,2.79,2576.0
Kehlani,F,2018,914,325,2.81,2570.4
Tristian,M,1996,304,36,8.44,2567.1
Cami,F,1967,351,48,7.31,2566.7
Spenser,M,1987,248,24,10.33,2562.7
Mylee,F,2008,730,208,3.51,2562.0
Gordon,M,1913,1017,404,2.52,2560.1
Messiah,M,2013,974,371,2.63,2557.1
Layla,F,2001,947,351,2.7,2555.0
Brenton,M,1984,799,250,3.2,2553.6
Brianne,F,1978,202,16,12.62,2550.2
Chastity,F,1974,749,220,3.4,2550.0
Gordon,M,1912,822,265,3.1,2549.8
Tea,F,1998,290,33,8.79,2548.5
Willard,M,1913,926,338,2.74,2536.9
Debbie,F,1947,598,141,4.24,2536.2
Madeline,F,1986,854,288,2.97,2532.3
Yalitza,F,2019,159,10,15.9,2528.1
Debbie,F,1948,836,277,3.02,2523.1
Charmaine,F,1952,619,152,4.07,2520.8
Tyrese,M,2000,868,300,2.89,2511.4
Morris,M,1912,960,367,2.62,2511.2
Corinne,F,1978,847,286,2.96,2508.4
Mikayla,F,1993,928,344,2.7,2503.4
Kimberly,F,1947,255,26,9.81,2501.0
Charleston,F,2015,255,26,9.81,2501.0
Rickey,M,1947,809,262,3.09,2498.0
Marlon,M,1971,766,235,3.26,2496.8
Domonique,F,1985,353,50,7.06,2492.2
Maurice,M,1913,994,397,2.5,2488.8
Stoney,M,1963,259,27,9.59,2484.5
Lu,F,1953,319,41,7.78,2482.0
Dakota,F,1991,636,163,3.9,2481.6
Alitzel,F,2023,307,38,8.08,2480.2
Darian,F,1994,869,305,2.85,2475.9
Khalilah,F,1976,205,17,12.06,2472.1
Alton,M,1904,302,37,8.16,2465.0
Nyree,F,1973,157,10,15.7,2464.9
Dalvin,M,1993,179,13,13.77,2464.7
Britney,F,1985,938,357,2.63,2464.5
Stephen,M,1912,928,350,2.65,2460.5
Latasha,F,1972,715,208,3.44,2457.8
Kathy,F,1941,947,365,2.59,2457.0
Liz,F,1958,538,118,4.56,2452.9
Simone,F,1988,797,259,3.08,2452.5
Oaklyn,F,2018,630,162,3.89,2450.0
Royal,F,2015,380,59,6.44,2447.5
Ensley,F,2018,434,77,5.64,2446.2
Elin,F,2010,386,61,6.33,2442.6
Irving,M,1912,815,272,3.0,2442.0
Cheri,F,1947,731,219,3.34,2440.0
Dorla,F,1930,171,12,14.25,2436.8
Andreina,F,1989,156,10,15.6,2433.6
Xamira,F,2025,197,16,12.31,2425.6
Deanne,F,1938,231,22,10.5,2425.5
Ava,F,1998,831,285,2.92,2423.0
Adhara,F,2023,365,55,6.64,2422.3
Kristine,F,1947,718,213,3.37,2420.3
Caitlin,F,1981,784,254,3.09,2419.9
Kairo,M,2018,608,153,3.97,2416.1
Brigitte,F,1959,282,33,8.55,2409.8
